CONCESSIONÁRIA,RODOVIA,KM,SENTIDO,OC,REGIÃO ADMINISTRATIVA,MUNICÍPIO,EVENTO,DATA INICIAL,DATA RECUPERAÇÃO,CONDIÇÃO,LOCAIS INTERDITADOS
L21-TIETÊ,SP101,"41,400",OESTE,82,CAMPINAS,CAPIVARI,QUEDA DE TALUDE,2026-03-13 00:00:00,2026-03-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SPA007/209,"16,000",OESTE,120,SOROCABA,PARDINHO,EROSÃO,2026-03-13 00:00:00,,COM INTERDIÇÃO,ACOSTAMENTO
L28-ENTREVIAS,SP294,"453,000",OESTE,421672,MARÍLIA,MARILIA,EROSÃO,2026-03-13 00:00:00,2026-03-13 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L29-VIAPAULISTA,SP318,"263,904",NORTE,3073,CENTRAL,SAO CARLOS,EROSÃO,2026-03-13 00:00:00,2026-03-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP318,"259,300",SUL,3110,CENTRAL,SAO CARLOS,EROSÃO,2026-03-13 00:00:00,2026-03-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP334,"355,000",NORTE,3201,FRANCA,BATATAIS,ALAGAMENTO,2026-03-13 00:00:00,2026-03-13 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L30-EIXOSP,SP294,"356,000",LESTE,3145,BAURU,BAURU,EROSÃO,2026-03-13 00:00:00,2026-03-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"34,500",NORTE,389,REG. METROPOLITANA SÃO PAULO,CAJAMAR,QUEDA DE TALUDE,2026-03-12 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L06-INTERVIAS,SP191,"0,300",LESTE,1805,CAMPINAS,MOGI MIRIM,QUEDA DE TALUDE,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP191,"0,300",LESTE,1860,CAMPINAS,MOGI MIRIM,QUEDA DE TALUDE,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP300,"155,700",OESTE,71,SOROCABA,TIETE,EROSÃO,2026-03-12 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L13-COLINAS,SP300,"122,500",LESTE,79,SOROCABA,PORTO FELIZ,EROSÃO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"482,000",LESTE,12,ARAÇATUBA,PENAPOLIS,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,"FAIXA 2, ACOSTAMENTO"
L19-VIARONDON,SPA553/300,"1,660",NORTE,100,ARAÇATUBA,GUARARAPES,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"189,450",LESTE,124,SOROCABA,PARDINHO,EROSÃO,2026-03-12 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP300,"167,150",LESTE,44,SOROCABA,JUMIRIM,QUEDA DE TALUDE,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"243,000",LESTE,101,SOROCABA,BOTUCATU,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SP070,"21,000",OESTE,44,REG. METROPOLITANA SÃO PAULO,GUARULHOS,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,FAIXA 1
L23-LESTE PAULISTA,SP070,"20,000",LESTE,60,REG. METROPOLITANA SÃO PAULO,GUARULHOS,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SP070,"20,200",LESTE,61,REG. METROPOLITANA SÃO PAULO,GUARULHOS,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"127,000",EXTERNO,117,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,EROSÃO,2026-03-12 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L29-VIAPAULISTA,SP255,"90,265",SUL,2764,CENTRAL,ARARAQUARA,QUEDA DE TALUDE,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"217,000",SUL,2991,SOROCABA,PRATANIA,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L32-NOVO LITORAL,SP055,"381,100",OESTE,4,REGISTRO,MIRACATU,QUEDA DE TALUDE,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L33-SOROCABANA,SP270,"105,400",OESTE,54,SOROCABA,SOROCABA,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L33-SOROCABANA,SP280,"68,000",OESTE,58,SOROCABA,MAIRINQUE,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L33-SOROCABANA,SP270,"74,000",OESTE,62,SOROCABA,ALUMINIO,ALAGAMENTO,2026-03-12 00:00:00,2026-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"108,600",LESTE,1706,CENTRAL,DESCALVADO,EROSÃO,2026-03-11 00:00:00,2026-03-11 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SPM360E,"80,600",SUL,11,CAMPINAS,ITATIBA,ALAGAMENTO,2026-03-11 00:00:00,2026-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L11-RENOVIAS,SP340,"148,000",SUL,71,CAMPINAS,MOGI MIRIM,ALAGAMENTO,2026-03-11 00:00:00,2026-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"274,600",LESTE,151,BAURU,PAULISTANIA,QUEDA DE TALUDE,2026-03-11 00:00:00,2026-03-11 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"461,000",LESTE,145,BAURU,PROMISSAO,ALAGAMENTO,2026-03-11 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO, CANTEIRO CENTRAL, ALÇA/RETORNO"
L21-TIETÊ,SP101,"10,500",LESTE,96,CAMPINAS,HORTOLANDIA,EROSÃO,2026-03-11 00:00:00,2026-03-11 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L24-RODOANEL,SP021,"29,000",EXTERNO,98,REG. METROPOLITANA SÃO PAULO,EMBU DAS ARTES,QUEDA DE TALUDE,2026-03-11 00:00:00,2026-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"80,500",SUL,5,SÃO JOSÉ DOS CAMPOS,CARAGUATATUBA,QUEDA DE TALUDE,2026-03-11 00:00:00,2026-03-11 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO"
L28-ENTREVIAS,SP322,"316,800",OESTE,421442,RIBEIRÃO PRETO,RIBEIRAO PRETO,ALAGAMENTO,2026-03-11 00:00:00,2026-03-12 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L28-ENTREVIAS,SP333,"325,000",LESTE,421459,MARÍLIA,MARILIA,ALAGAMENTO,2026-03-11 00:00:00,2026-03-11 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, CANTEIRO LATERAL"
L29-VIAPAULISTA,SP255,"91,832",NORTE,2745,CENTRAL,ARARAQUARA,ALAGAMENTO,2026-03-11 00:00:00,2026-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L32-NOVO LITORAL,SP055,"374,500",OESTE,15,REGISTRO,PEDRO DE TOLEDO,QUEDA DE TALUDE,2026-03-11 00:00:00,2026-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"483,729",OESTE,1,MARÍLIA,PARAGUACU PAULISTA,QUEDA DE TALUDE,2026-03-10 00:00:00,2026-03-10 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP225,"296,342",LESTE,14,MARÍLIA,ESPIRITO SANTO DO TURVO,EROSÃO,2026-03-10 00:00:00,2026-03-10 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP270,"392,406",LESTE,187,MARÍLIA,SALTO GRANDE,QUEDA DE TALUDE,2026-03-10 00:00:00,2026-03-10 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP101,"50,800",OESTE,68,CAMPINAS,RAFARD,EROSÃO,2026-03-10 00:00:00,2026-03-10 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L33-SOROCABANA,SP250,"100,500",LESTE,75,SOROCABA,PIEDADE,ALAGAMENTO,2026-03-10 00:00:00,2026-03-10 00:00:00,COM INTERDIÇÃO,FAIXA 2
L01-AUTOBAN,SPM330E,"99,000",SUL,183,CAMPINAS,CAMPINAS,ALAGAMENTO,2026-03-09 00:00:00,2026-03-09 00:00:00,COM INTERDIÇÃO,FAIXA 2
L01-AUTOBAN,SP348,"56,650",NORTE,224,CAMPINAS,JUNDIAI,EROSÃO,2026-03-09 00:00:00,2026-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"251,301",LESTE,60,BAURU,PIRATININGA,EROSÃO,2026-03-09 00:00:00,2026-03-09 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L21-TIETÊ,SP101,"50,000",LESTE,45,CAMPINAS,RAFARD,EROSÃO,2026-03-09 00:00:00,2026-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"10,500",LESTE,62,CAMPINAS,HORTOLANDIA,EROSÃO,2026-03-09 00:00:00,2026-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP308,"125,000",SUL,66,CAMPINAS,CAPIVARI,EROSÃO,2026-03-09 00:00:00,2026-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"48,000",INTERNO,18,REG. METROPOLITANA SÃO PAULO,SAO PAULO,EROSÃO,2026-03-09 00:00:00,2026-03-09 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L29-VIAPAULISTA,SP255,"24,000",SUL,2115,RIBEIRÃO PRETO,CRAVINHOS,ALAGAMENTO,2026-03-09 00:00:00,2026-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"20,000",NORTE,2118,RIBEIRÃO PRETO,CRAVINHOS,ALAGAMENTO,2026-03-09 00:00:00,2026-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP348,"126,000",NORTE,167,CAMPINAS,SANTA BARBARA D'OESTE,EROSÃO,2026-03-08 00:00:00,2026-03-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SPM330E,"13,800",SUL,207,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2026-03-08 00:00:00,2026-03-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"10,500",LESTE,6,CAMPINAS,HORTOLANDIA,EROSÃO,2026-03-08 00:00:00,2026-03-08 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L32-NOVO LITORAL,SP055,"309,200",LESTE,10,BAIXADA SANTISTA,MONGAGUA,EROSÃO,2026-03-08 00:00:00,2026-03-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP300,"82,000",LESTE,45,CAMPINAS,CABREUVA,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP300,"82,000",LESTE,117,CAMPINAS,CABREUVA,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"29,000",NORTE,282,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,COM INTERDIÇÃO,FAIXA 2
L22-ECOVIAS IMIGRANTES,SP150,"24,500",NORTE,323,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,COM INTERDIÇÃO,FAIXA 1
L22-ECOVIAS IMIGRANTES,SP150,"21,500",NORTE,373,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"81,000",EXTERNO,179,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,COM INTERDIÇÃO,FAIXA 1
L25-SPMAR,SP021,"70,300",EXTERNO,184,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"75,000",EXTERNO,189,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L32-NOVO LITORAL,SP055,"359,430",LESTE,33,REGISTRO,ITARIRI,EROSÃO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L33-SOROCABANA,SP250,"103,500",LESTE,176,SOROCABA,PIEDADE,ALAGAMENTO,2026-03-07 00:00:00,2026-03-08 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L35-VIARAPOSO,SP270,"219,908",LESTE,37,ITAPEVA,ANGATUBA,ALAGAMENTO,2026-03-07 00:00:00,2026-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"504,644",LESTE,73,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2026-03-06 00:00:00,2026-03-06 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L22-ECOVIAS IMIGRANTES,SP160,"16,000",SUL,234,REG. METROPOLITANA SÃO PAULO,DIADEMA,ALAGAMENTO,2026-03-06 00:00:00,2026-03-06 00:00:00,COM INTERDIÇÃO,FAIXA 4
L25-SPMAR,SP021,"31,000",INTERNO,286,REG. METROPOLITANA SÃO PAULO,EMBU DAS ARTES,EROSÃO,2026-03-06 00:00:00,2026-03-06 00:00:00,COM INTERDIÇÃO,FAIXA 3
L33-SOROCABANA,SP250,"47,000",LESTE,198,REG. METROPOLITANA SÃO PAULO,VARGEM GRANDE PAULISTA,ALAGAMENTO,2026-03-06 00:00:00,2026-03-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA388/300,"2,400",NORTE,58,BAURU,PIRAJUI,EROSÃO,2026-03-05 00:00:00,2026-03-05 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SPA032/101,"0,800",SUL,32,CAMPINAS,ELIAS FAUSTO,EROSÃO,2026-03-04 00:00:00,2026-03-04 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L21-TIETÊ,SP300,"236,100",LESTE,42,SOROCABA,BOTUCATU,EROSÃO,2026-03-04 00:00:00,2026-03-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"79,850",SUL,94,SÃO JOSÉ DOS CAMPOS,CARAGUATATUBA,QUEDA DE TALUDE,2026-03-04 00:00:00,2026-03-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"10,500",LESTE,84,CAMPINAS,HORTOLANDIA,EROSÃO,2026-03-02 00:00:00,2026-03-02 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, ALÇA/RETORNO"
L29-VIAPAULISTA,SP255,"223,829",SUL,372,SOROCABA,PRATANIA,EROSÃO,2026-03-02 00:00:00,2026-03-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L32-NOVO LITORAL,SP055,"309,300",LESTE,18,BAIXADA SANTISTA,MONGAGUA,EROSÃO,2026-03-02 00:00:00,2026-03-02 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L32-NOVO LITORAL,SP055,"374,500",OESTE,38,REGISTRO,PEDRO DE TOLEDO,QUEDA DE TALUDE,2026-02-28 00:00:00,2026-03-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"483,233",LESTE,139,MARÍLIA,PARAGUACU PAULISTA,QUEDA DE TALUDE,2026-02-27 00:00:00,2026-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"7,800",LESTE,32,CAMPINAS,HORTOLANDIA,EROSÃO,2026-02-27 00:00:00,2026-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"232,500",LESTE,37,SOROCABA,BOTUCATU,EROSÃO,2026-02-27 00:00:00,2026-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"93,000",INTERNO,187,REG. METROPOLITANA SÃO PAULO,RIBEIRAO PIRES,EROSÃO,2026-02-27 00:00:00,2026-02-27 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L32-NOVO LITORAL,SP098,"63,000",SUL,8,REG. METROPOLITANA SÃO PAULO,MOGI DAS CRUZES,QUEDA DE TALUDE,2026-02-27 00:00:00,2026-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP147,"89,351",OESTE,4194,CAMPINAS,ENGENHEIRO COELHO,EROSÃO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L06-INTERVIAS,SP191,"0,300",LESTE,4209,CAMPINAS,MOGI MIRIM,QUEDA DE TALUDE,2026-02-26 00:00:00,2026-02-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SPM332D,"122,700",NORTE,10,CAMPINAS,MOGI GUACU,ALAGAMENTO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO"
L07-ROTA,SP332,"120,600",NORTE,46,CAMPINAS,CAMPINAS,QUEDA DE TALUDE,2026-02-26 00:00:00,2026-02-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L11-RENOVIAS,SP340,"115,500",NORTE,1,CAMPINAS,CAMPINAS,ALAGAMENTO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L16-CART,SP225,"235,449",OESTE,148,BAURU,BAURU,EROSÃO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L20-SPVIAS,SP270,"144,200",OESTE,84,SOROCABA,ALAMBARI,EROSÃO,2026-02-26 00:00:00,2026-02-28 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L20-SPVIAS,SP280,"309,500",OESTE,114,MARÍLIA,SANTA CRUZ DO RIO PARDO,EROSÃO,2026-02-26 00:00:00,2026-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"14,000",LESTE,8,CAMPINAS,HORTOLANDIA,ALAGAMENTO,2026-02-26 00:00:00,2026-02-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"12,500",LESTE,9,CAMPINAS,HORTOLANDIA,ALAGAMENTO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,"FAIXA 2, ACOSTAMENTO"
L21-TIETÊ,SP101,"17,100",OESTE,83,CAMPINAS,MONTE MOR,EROSÃO,2026-02-26 00:00:00,2026-02-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP113,"1,000",SUL,104,SOROCABA,TIETE,EROSÃO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP308,"124,300",SUL,131,CAMPINAS,ELIAS FAUSTO,EROSÃO,2026-02-26 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L22-ECOVIAS IMIGRANTES,SPA248/055,"6,000",LESTE,262,BAIXADA SANTISTA,SANTOS,ALAGAMENTO,2026-02-26 00:00:00,2026-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"11,460",SUL,237,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2026-02-25 00:00:00,2026-02-25 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L20-SPVIAS,SP280,"157,000",OESTE,5,SOROCABA,QUADRA,QUEDA DE TALUDE,2026-02-25 00:00:00,2026-02-25 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L21-TIETÊ,SP308,"153,200",SUL,41,CAMPINAS,RIO DAS PEDRAS,EROSÃO,2026-02-25 00:00:00,2026-02-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP113,"1,000",NORTE,78,SOROCABA,TIETE,ALAGAMENTO,2026-02-25 00:00:00,2026-02-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP308,"122,000",SUL,120,CAMPINAS,ELIAS FAUSTO,ALAGAMENTO,2026-02-25 00:00:00,2026-02-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"37,000",LESTE,121,CAMPINAS,CAPIVARI,ALAGAMENTO,2026-02-25 00:00:00,2026-02-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"21,000",LESTE,126,CAMPINAS,MONTE MOR,ALAGAMENTO,2026-02-25 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO"
L21-TIETÊ,SPA022/101,"0,000",SUL,128,CAMPINAS,MONTE MOR,ALAGAMENTO,2026-02-25 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L21-TIETÊ,SP101,"22,000",LESTE,130,CAMPINAS,MONTE MOR,ALAGAMENTO,2026-02-25 00:00:00,2026-02-26 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L28-ENTREVIAS,SP333,"280,406",LESTE,419786,BAURU,GUARANTA,EROSÃO,2026-02-25 00:00:00,2026-02-25 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, CANTEIRO LATERAL"
L29-VIAPAULISTA,SPA077/255,"1,600",OESTE,5949,CENTRAL,ARARAQUARA,ALAGAMENTO,2026-02-25 00:00:00,2026-02-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SPA658/294,"4,250",NORTE,6681,PRESIDENTE PRUDENTE,TUPI PAULISTA,EROSÃO,2026-02-25 00:00:00,2026-02-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP425,"443,250",NORTE,6689,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2026-02-25 00:00:00,2026-02-25 00:00:00,SEM INTERDIÇÃO,NENHUM
L32-NOVO LITORAL,SP055,"309,500",OESTE,98,BAIXADA SANTISTA,MONGAGUA,ALAGAMENTO,2026-02-25 00:00:00,2026-02-25 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L13-COLINAS,SP075,"77,500",NORTE,103,CAMPINAS,CAMPINAS,EROSÃO,2026-02-24 00:00:00,2026-02-24 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L13-COLINAS,SP300,"82,000",LESTE,135,CAMPINAS,CABREUVA,ALAGAMENTO,2026-02-24 00:00:00,2026-02-24 00:00:00,COM INTERDIÇÃO,FAIXA 2
L13-COLINAS,SP300,"68,250",LESTE,156,CAMPINAS,JUNDIAI,EROSÃO,2026-02-24 00:00:00,2026-02-24 00:00:00,COM INTERDIÇÃO,ALÇA/RETORNO
L21-TIETÊ,SPA241/300,"4,000",NORTE,79,SOROCABA,BOTUCATU,ALAGAMENTO,2026-02-24 00:00:00,2026-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L27-TAMOIOS,SP099,"59,000",SUL,66,SÃO JOSÉ DOS CAMPOS,PARAIBUNA,QUEDA DE TALUDE,2026-02-24 00:00:00,2026-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SPA325/322,"8,000",LESTE,419596,RIBEIRÃO PRETO,RIBEIRAO PRETO,ALAGAMENTO,2026-02-24 00:00:00,2026-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SPA348/334,"2,000",SUL,5723,FRANCA,BATATAIS,ALAGAMENTO,2026-02-24 00:00:00,2026-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP334,"351,600",NORTE,5724,FRANCA,BATATAIS,ALAGAMENTO,2026-02-24 00:00:00,2026-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L33-SOROCABANA,SP079,"182,000",NORTE,251,SOROCABA,TAPIRAI,ALAGAMENTO,2026-02-24 00:00:00,2026-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L11-RENOVIAS,SP342,"227,500",LESTE,107,CAMPINAS,SAO JOAO DA BOA VISTA,ALAGAMENTO,2026-02-23 00:00:00,2026-02-23 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO, CANTEIRO LATERAL"
L11-RENOVIAS,SP342,"226,000",LESTE,109,CAMPINAS,SAO JOAO DA BOA VISTA,ALAGAMENTO,2026-02-23 00:00:00,2026-02-23 00:00:00,COM INTERDIÇÃO,"FAIXA 1, ACOSTAMENTO, CANTEIRO LATERAL"
L11-RENOVIAS,SP342,"225,700",LESTE,111,CAMPINAS,SAO JOAO DA BOA VISTA,ALAGAMENTO,2026-02-23 00:00:00,2026-02-23 00:00:00,COM INTERDIÇÃO,"ACOSTAMENTO, CANTEIRO LATERAL"
L13-COLINAS,SP300,"67,600",OESTE,106,CAMPINAS,JUNDIAI,EROSÃO,2026-02-23 00:00:00,2026-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"24,000",SUL,128,CAMPINAS,PIRACICABA,ALAGAMENTO,2026-02-23 00:00:00,2026-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"216,000",OESTE,146,SOROCABA,ITATINGA,QUEDA DE TALUDE,2026-02-23 00:00:00,2026-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"229,500",OESTE,34,SOROCABA,BOTUCATU,EROSÃO,2026-02-23 00:00:00,2026-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"229,200",OESTE,38,SOROCABA,ANHEMBI,EROSÃO,2026-02-23 00:00:00,2026-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"230,600",OESTE,44,SOROCABA,BOTUCATU,EROSÃO,2026-02-23 00:00:00,2026-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
